-0.0546,0.0312,-0.9828;
-0.0546,0.0312,-0.9828;
-0.0468,0.0351,-0.8931;
-0.0273,0.0273,-0.8424;
-0.0273,0.0273,-0.8424;
-0.0312,0.0273,-0.8697;
-0.0312,0.0273,-0.8697;
-0.0468,0.0273,-0.9243;
-0.0507,0.039,-1.0023;
-0.0507,0.039,-1.0023;
-0.0663,0.0312,-1.0959;
-0.0663,0.0312,-1.1271;
-0.0663,0.0351,-1.1271;
-0.0663,0.0351,-1.1271;
-0.0663,0.0351,-1.1115;
-0.0663,0.0351,-1.092;
-0.0663,0.0351,-1.092;
-0.0624,0.0312,-1.0413;
-0.0546,0.0234,-0.9711;
-0.0546,0.0234,-0.9711;
-0.0429,0.0351,-0.8892;
-0.0351,0.0273,-0.8346;
-0.0351,0.0273,-0.8346;
-0.039,0.0273,-0.8736;
-0.039,0.0273,-0.8736;
-0.0507,0.0312,-0.9399;
-0.0624,0.0312,-1.0101;
-0.0624,0.0312,-1.0101;
-0.0663,0.0351,-1.1271;
-0.0624,0.0351,-1.1349;
-0.0624,0.0351,-1.1349;
-0.0624,0.0351,-1.1115;
-0.0624,0.0351,-1.1115;
-0.0624,0.0351,-1.0803;
-0.0585,0.0312,-1.0374;
-0.0507,0.0273,-0.9672;
-0.0312,0.0273,-0.8775;
-0.039,0.0312,-0.8268;
-0.039,0.0312,-0.8424;
-0.0429,0.0234,-0.8814;
-0.0429,0.0234,-0.8814;
-0.0507,0.0312,-0.9438;
-0.0624,0.0351,-1.0218;
-0.0624,0.0234,-1.1037;
-0.0624,0.0234,-1.1037;
-0.0663,0.0351,-1.1271;
-0.0663,0.0351,-1.1271;
-0.0663,0.0312,-1.1154;
-0.0585,0.0351,-1.0842;
-0.0585,0.0351,-1.0842;
-0.0585,0.0351,-1.0179;
-0.039,0.0273,-0.8736;
-0.039,0.0273,-0.8736;
-0.0351,0.0234,-0.8307;
-0.0351,0.0273,-0.8346;
-0.0351,0.0273,-0.8346;
-0.0468,0.0312,-0.9555;
-0.0468,0.0312,-0.9555;
-0.0624,0.0273,-1.0257;
-0.0663,0.0273,-1.1115;
-0.0663,0.0351,-1.1349;
-0.0663,0.0351,-1.1349;
-0.0663,0.0351,-1.1271;
-0.0663,0.0312,-1.0998;
-0.0585,0.0312,-1.0764;
-0.0624,0.0312,-1.0257;
-0.0507,0.0273,-0.9477;
-0.0507,0.0273,-0.9477;
-0.0429,0.0273,-0.8775;
-0.0429,0.0273,-0.8268;
-0.039,0.0234,-0.8424;
-0.039,0.0234,-0.8424;
-0.0507,0.0312,-0.9594;
-0.0585,0.0312,-1.0335;
-0.0624,0.0312,-1.1076;
-0.0624,0.0312,-1.1076;
-0.0702,0.0312,-1.1271;
-0.0663,0.0351,-1.131;
-0.0663,0.0351,-1.131;
-0.0663,0.0273,-1.1076;
-0.0585,0.0312,-1.0686;
-0.0468,0.0273,-0.9399;
-0.0234,0.0273,-0.8619;
-0.0234,0.0273,-0.8619;
-0.0351,0.0234,-0.8268;
-0.0429,0.0312,-0.8424;
-0.039,0.0234,-0.897;
-0.039,0.0234,-0.897;
-0.0507,0.0234,-0.9633;
-0.0624,0.0312,-1.0491;
-0.0663,0.0312,-1.1154;
-0.0624,0.039,-1.1271;
-0.0702,0.0312,-1.1232;
-0.0663,0.0351,-1.0998;
-0.0663,0.0312,-1.0725;
-0.0663,0.0312,-1.0725;
-0.0546,0.0273,-1.0101;
-0.0429,0.0234,-0.9321;
-0.0429,0.0273,-0.8619;
-0.0312,0.0234,-0.8307;
-0.0351,0.0195,-0.8502;
-0.0351,0.0195,-0.8502;
-0.0429,0.0273,-0.9048;
-0.0585,0.0312,-0.975;
-0.0585,0.0312,-0.975;
-0.0663,0.0351,-1.053;
-0.0663,0.0273,-1.1232;
-0.0663,0.0273,-1.1349;
-0.0624,0.0312,-1.1232;
-0.0663,0.0312,-1.0959;
-0.0663,0.0312,-1.0959;
-0.0624,0.0351,-1.0647;
-0.0546,0.0273,-1.0062;
-0.039,0.0234,-0.9243;
-0.039,0.0234,-0.9243;
-0.0351,0.0234,-0.8541;
-0.039,0.0234,-0.8307;
-0.0312,0.0234,-0.858;
-0.0429,0.0234,-0.9165;
-0.0429,0.0234,-0.9165;
-0.0507,0.0312,-0.9867;
-0.0585,0.0312,-1.0608;
-0.0663,0.0351,-1.1193;
-0.0663,0.0351,-1.1193;
-0.0624,0.0351,-1.131;
-0.0702,0.0351,-1.1232;
-0.0663,0.0312,-1.092;
-0.0624,0.0273,-1.0569;
-0.0546,0.0234,-1.0023;
-0.0546,0.0234,-1.0023;
-0.0507,0.0273,-0.9126;
-0.039,0.0234,-0.8463;
-0.039,0.0234,-0.8463;
-0.039,0.0234,-0.8268;
-0.0429,0.0273,-0.858;
-0.0429,0.0273,-0.858;
-0.0507,0.0273,-0.9087;
-0.0585,0.0351,-0.9867;
-0.0663,0.0312,-1.0686;
-0.0663,0.0312,-1.0686;
-0.0624,0.0312,-1.1232;
-0.0663,0.0312,-1.1232;
-0.0663,0.0312,-1.1232;
-0.0624,0.0312,-1.1115;
-0.0663,0.0273,-1.0569;
-0.0663,0.0273,-1.0569;
-0.0546,0.0195,-0.9945;
-0.0468,0.0312,-0.9048;
-0.039,0.0273,-0.8385;
-0.039,0.0234,-0.8268;
-0.039,0.0234,-0.8268;
-0.0507,0.0312,-0.8619;
-0.0585,0.0273,-0.9945;
-0.0585,0.0273,-0.9945;
-0.0663,0.0312,-1.0764;
-0.0663,0.0312,-1.1271;
-0.0663,0.0312,-1.1271;
-0.0702,0.0312,-1.131;
-0.0663,0.0312,-1.1154;
-0.0624,0.0273,-1.0881;
-0.0624,0.0273,-1.0881;
-0.0507,0.0234,-0.9828;
-0.0507,0.0234,-0.9828;
-0.0507,0.0234,-0.9009;
-0.039,0.0234,-0.8424;
-0.0429,0.0234,-0.8307;
-0.0429,0.0234,-0.8307;
-0.0468,0.0273,-0.8736;
-0.0507,0.0273,-0.9321;
-0.0546,0.0312,-1.0023;
-0.0624,0.0312,-1.0803;
-0.0624,0.0351,-1.1271;
-0.0663,0.0312,-1.1271;
-0.0663,0.0312,-1.1271;
-0.0663,0.0312,-1.1154;
-0.0624,0.0312,-1.0959;
-0.0546,0.0312,-1.0413;
-0.0546,0.0312,-1.0413;
-0.0507,0.0312,-0.897;
-0.0429,0.0234,-0.8346;
-0.0468,0.0234,-0.8736;
-0.0468,0.0234,-0.8736;
-0.0507,0.0273,-0.9321;
-0.0507,0.0273,-1.014;
-0.0507,0.0273,-1.014;
-0.0624,0.0312,-1.0998;
-0.0624,0.0273,-1.1349;
-0.0663,0.0351,-1.1232;
-0.0663,0.0351,-1.1232;
-0.0663,0.0351,-1.1037;
-0.0663,0.0351,-1.0881;
-0.0663,0.0351,-1.0881;
-0.0585,0.0351,-1.0335;
-0.0546,0.0273,-0.9672;
-0.0351,0.0273,-0.8814;
-0.0351,0.0273,-0.8814;
-0.0351,0.0234,-0.8307;
-0.0351,0.0234,-0.8307;
-0.0429,0.0234,-0.8775;
-0.0585,0.0312,-0.9477;
-0.0585,0.0312,-0.9477;
-0.0585,0.0273,-1.0179;
-0.0663,0.0351,-1.092;
-0.0663,0.0351,-1.092;
-0.0546,0.0312,-1.1388;
-0.0702,0.0351,-1.1076;
-0.0702,0.0351,-1.1076;
-0.0624,0.0312,-1.0803;
-0.0585,0.0312,-1.0296;
-0.0585,0.0312,-1.0296;
-0.0507,0.0312,-0.9594;
-0.0429,0.0273,-0.8775;
-0.0234,0.0273,-0.8268;
-0.0351,0.0273,-0.8424;
-0.0507,0.0312,-0.8892;
-0.0507,0.0312,-0.8892;
-0.0507,0.0273,-0.9477;
-0.0546,0.0312,-1.0296;
-0.0624,0.0273,-1.0998;
-0.0624,0.0273,-1.0998;
-0.0663,0.0312,-1.131;
-0.0624,0.0351,-1.1271;
-0.0624,0.0351,-1.1271;
-0.0624,0.0312,-1.1037;
-0.0624,0.0312,-1.0803;
-0.0624,0.0312,-1.0803;
-0.0546,0.0312,-1.0179;
-0.0507,0.0351,-0.9438;
-0.0429,0.0273,-0.8697;
-0.0429,0.0273,-0.8697;
-0.0351,0.0273,-0.8268;
-0.0312,0.0195,-0.8424;
-0.039,0.0312,-0.8814;
-0.0429,0.0312,-0.9594;
-0.0429,0.0312,-0.9594;
-0.0624,0.0273,-1.0452;
-0.0663,0.0273,-1.1076;
